landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
0.5978531837463379,0.9212616682052612,-8.797349551059597e-07,0.559878945350647,0.8226560354232788,0.007406122982501984,0.5285080671310425,0.7244288325309753,-0.00464774202555418,0.4932921826839447,0.6627205014228821,-0.018146980553865433,0.46564725041389465,0.620222270488739,-0.032490815967321396,0.610565185546875,0.6750465631484985,-0.057501453906297684,0.5046505928039551,0.651822030544281,-0.07654033601284027,0.46606728434562683,0.7072186470031738,-0.07516692578792572,0.46347466111183167,0.7483885288238525,-0.0738634541630745,0.6199313998222351,0.7042205929756165,-0.07572539895772934,0.48574191331863403,0.7007601857185364,-0.09529347717761993,0.4590606391429901,0.7638604044914246,-0.08871299773454666,0.47013792395591736,0.802441418170929,-0.08816312253475189,0.6105806827545166,0.7495301365852356,-0.09046515077352524,0.4691583514213562,0.7482523918151855,-0.10826824605464935,0.45097437500953674,0.8169460296630859,-0.09195339679718018,0.4687820374965668,0.8618004322052002,-0.08455747365951538,0.5903511643409729,0.8082695007324219,-0.10378413647413254,0.4822233319282532,0.8078771829605103,-0.1263105869293213,0.4519808888435364,0.8554449081420898,-0.12366262078285217,0.452136367559433,0.8911536335945129,-0.12210235744714737
0.5741053223609924,0.9353832006454468,-6.601230779779144e-07,0.5490317940711975,0.844369113445282,-0.003429421689361334,0.5137702226638794,0.74853515625,-0.018334917724132538,0.4664765000343323,0.6829944849014282,-0.0332377590239048,0.43926000595092773,0.6411322951316833,-0.045552048832178116,0.5933262705802917,0.6933220624923706,-0.0359664186835289,0.48149484395980835,0.658668041229248,-0.056574746966362,0.44773629307746887,0.7034669518470764,-0.05730676278471947,0.4533313810825348,0.7331209778785706,-0.05615994706749916,0.6017129421234131,0.7255023717880249,-0.04656302556395531,0.4693199396133423,0.7007442712783813,-0.06354713439941406,0.4427211582660675,0.7482534050941467,-0.05559973791241646,0.4521124064922333,0.7689914703369141,-0.0520031712949276,0.5917574763298035,0.7702694535255432,-0.05709868296980858,0.46450433135032654,0.7465629577636719,-0.07359907031059265,0.43936729431152344,0.785927414894104,-0.059582456946372986,0.4473103880882263,0.8035345673561096,-0.05205217003822327,0.5704174041748047,0.820200502872467,-0.06782399863004684,0.47324973344802856,0.8075969219207764,-0.08922747522592545,0.4483489394187927,0.8279479146003723,-0.08943787217140198,0.44810250401496887,0.8408631682395935,-0.08723585307598114
0.5464003682136536,0.9752755165100098,-6.489763109129854e-07,0.5098796486854553,0.883689284324646,-0.00852364581078291,0.4681248664855957,0.8023956418037415,-0.026828628033399582,0.41731804609298706,0.7524040937423706,-0.04342430830001831,0.3795747756958008,0.7179895043373108,-0.061027493327856064,0.5508275628089905,0.7490322589874268,-0.05889638140797615,0.46031033992767334,0.7165024280548096,-0.07525108754634857,0.40776878595352173,0.7439984679222107,-0.07620727270841599,0.3798667788505554,0.7687360048294067,-0.07738781720399857,0.5588937997817993,0.7866718769073486,-0.06815487146377563,0.45008596777915955,0.7513169050216675,-0.08470602333545685,0.39423078298568726,0.7754940390586853,-0.08625528216362,0.36323797702789307,0.7988741397857666,-0.09160682559013367,0.5480731725692749,0.8333070874214172,-0.07470353692770004,0.4354376494884491,0.808872401714325,-0.09062259644269943,0.38483959436416626,0.8297996520996094,-0.08794613182544708,0.3596876263618469,0.8498918414115906,-0.08961202204227448,0.5251615643501282,0.8839989900588989,-0.08047164231538773,0.4392014741897583,0.8672630786895752,-0.09837286174297333,0.40030527114868164,0.8730295896530151,-0.09883888065814972,0.37765395641326904,0.8784548044204712,-0.09924041479825974
0.540412187576294,0.9815585017204285,-6.091126465435082e-07,0.45628637075424194,0.9472619295120239,-0.004628811497241259,0.3826727867126465,0.8921067118644714,-0.024623814970254898,0.3321583867073059,0.8360294103622437,-0.0510672926902771,0.31254202127456665,0.7646810412406921,-0.07730384916067123,0.4692665934562683,0.7465189099311829,-0.012799824588000774,0.4087989926338196,0.7000374794006348,-0.04831068590283394,0.3675782382488251,0.7433502674102783,-0.08125487715005875,0.34674227237701416,0.8006125092506409,-0.1004682406783104,0.4951925277709961,0.72209632396698,-0.029356202110648155,0.452690064907074,0.5888496041297913,-0.0607881024479866,0.3970543146133423,0.5849032998085022,-0.088280089199543,0.3524809777736664,0.6227148175239563,-0.10320623219013214,0.5363840460777283,0.7238746881484985,-0.04774047061800957,0.5130103826522827,0.5873873829841614,-0.07080692052841187,0.4603530764579773,0.5824997425079346,-0.08657802641391754,0.4092591404914856,0.6125531196594238,-0.09510501474142075,0.5820306539535522,0.7481866478919983,-0.06696883589029312,0.6073504686355591,0.6753725409507751,-0.08156399428844452,0.5819463729858398,0.6906951069831848,-0.08582403510808945,0.5463178157806396,0.7288244366645813,-0.08692198246717453
0.5549811720848083,0.9628463983535767,3.4276646942998923e-07,0.46986839175224304,0.9175089597702026,-0.023323053494095802,0.40946564078330994,0.8319000005722046,-0.04115200415253639,0.36133676767349243,0.757934033870697,-0.06270983815193176,0.36936628818511963,0.6785832047462463,-0.0818333700299263,0.5167866349220276,0.654280960559845,0.008218597620725632,0.4618132710456848,0.5868750810623169,-0.03386963903903961,0.41730767488479614,0.6359668374061584,-0.07579310983419418,0.39971575140953064,0.6993721723556519,-0.09933235496282578,0.5713040232658386,0.6300555467605591,-0.0049410248175263405,0.5544348955154419,0.4773542582988739,-0.023428253829479218,0.5258693099021912,0.3928627073764801,-0.050814203917980194,0.5005107522010803,0.3184252381324768,-0.06991750001907349,0.622177004814148,0.6567954421043396,-0.026144595816731453,0.6305906176567078,0.5095023512840271,-0.055089157074689865,0.617655873298645,0.4090333878993988,-0.08253981918096542,0.6096734404563904,0.32419925928115845,-0.09932158142328262,0.6663205623626709,0.7303324341773987,-0.048759471625089645,0.7120580077171326,0.6491972208023071,-0.07313515245914459,0.7377094030380249,0.5978232026100159,-0.07847550511360168,0.7602455615997314,0.5547208189964294,-0.07956121861934662
0.5668007135391235,0.9936072826385498,8.831901965322686e-08,0.4888935685157776,0.9259860515594482,-0.028550229966640472,0.4228655695915222,0.82855623960495,-0.0571921207010746,0.3716520667076111,0.755655825138092,-0.0893343836069107,0.3698870539665222,0.6712325811386108,-0.11791425198316574,0.518842339515686,0.630428671836853,-0.012271015904843807,0.45254772901535034,0.5701193809509277,-0.08114160597324371,0.41568508744239807,0.6270397901535034,-0.14429762959480286,0.4020226299762726,0.695343554019928,-0.1784340739250183,0.5773899555206299,0.6096271276473999,-0.025943327695131302,0.5653901696205139,0.44250237941741943,-0.06678550690412521,0.5422333478927612,0.3457344174385071,-0.1054263636469841,0.5182197690010071,0.2701999545097351,-0.13020563125610352,0.6409885883331299,0.6398438811302185,-0.04922445863485336,0.646328330039978,0.4839770793914795,-0.08472319692373276,0.6353281736373901,0.374347060918808,-0.11178606748580933,0.6216799020767212,0.2824932932853699,-0.1273161768913269,0.6970407366752625,0.7099775075912476,-0.07558716833591461,0.7457965016365051,0.6080136895179749,-0.09658196568489075,0.758851170539856,0.5276398658752441,-0.1030668169260025,0.7604271769523621,0.4501119554042816,-0.1052941232919693
0.6348583102226257,1.0064373016357422,3.570415856302134e-07,0.544622540473938,0.9380829930305481,-0.041248124092817307,0.4658460021018982,0.8307761549949646,-0.07619314640760422,0.401395320892334,0.7478949427604675,-0.11429088562726974,0.39118480682373047,0.6530249118804932,-0.14563241600990295,0.5481167435646057,0.585132896900177,-0.010966531932353973,0.4700225293636322,0.5147992372512817,-0.08307785540819168,0.4367090165615082,0.590415358543396,-0.14473870396614075,0.43367868661880493,0.673041820526123,-0.1748935878276825,0.6174684762954712,0.5539200305938721,-0.022163907065987587,0.5872638821601868,0.37130236625671387,-0.05229595676064491,0.5733785033226013,0.24869948625564575,-0.080156609416008,0.5656680464744568,0.1450955867767334,-0.0994432270526886,0.6955937743186951,0.5828558206558228,-0.04688842222094536,0.6992956399917603,0.4190451204776764,-0.07673919945955276,0.6936490535736084,0.3048679232597351,-0.09603733569383621,0.6866940855979919,0.21009424328804016,-0.10751543194055557,0.7698082327842712,0.6579092144966125,-0.07710304856300354,0.823966383934021,0.5468279719352722,-0.09563945233821869,0.8509357571601868,0.4613478183746338,-0.09757550805807114,0.8694478273391724,0.37855643033981323,-0.0964866578578949
0.6784318685531616,0.9993261098861694,2.5883591092679126e-07,0.5917910933494568,0.9202091693878174,-0.04128351807594299,0.5156762599945068,0.8055887222290039,-0.07891792058944702,0.45068466663360596,0.7116329073905945,-0.12111282348632812,0.4397178292274475,0.6082424521446228,-0.15731781721115112,0.5953481197357178,0.5479253530502319,-0.004693043418228626,0.5274456143379211,0.45459848642349243,-0.08476492017507553,0.4986591637134552,0.5260534286499023,-0.15230560302734375,0.4952518939971924,0.6127991080284119,-0.18513734638690948,0.6687961220741272,0.5161652565002441,-0.01923030987381935,0.6420920491218567,0.31644341349601746,-0.05164892226457596,0.6317414045333862,0.2002069354057312,-0.08142749220132828,0.6235514283180237,0.09715181589126587,-0.10098867863416672,0.7515449523925781,0.5455257892608643,-0.04921184107661247,0.7598464488983154,0.36362531781196594,-0.08475086838006973,0.761907160282135,0.24274596571922302,-0.10797521471977234,0.757452130317688,0.1326996088027954,-0.1214764267206192,0.8324969410896301,0.6293178796768188,-0.08466257154941559,0.8904186487197876,0.5123075842857361,-0.10931900888681412,0.922264575958252,0.4238088130950928,-0.11496379971504211,0.9430068731307983,0.33419299125671387,-0.1159304529428482
0.6862391233444214,1.0299574136734009,1.48367007568595e-07,0.5951058268547058,0.9423246383666992,-0.04670887067914009,0.5207977294921875,0.8223124742507935,-0.08706987649202347,0.45709937810897827,0.7291209697723389,-0.1321384757757187,0.4458020031452179,0.6224797368049622,-0.1713622361421585,0.6112103462219238,0.5609310865402222,-0.011051583103835583,0.5446091294288635,0.4674755930900574,-0.0976824164390564,0.5104976296424866,0.5449010133743286,-0.1717982143163681,0.501970112323761,0.6358879804611206,-0.2096182256937027,0.6890709400177002,0.5299081802368164,-0.024214116856455803,0.66755211353302,0.33659860491752625,-0.062155045568943024,0.6635351181030273,0.21828711032867432,-0.09668837487697601,0.6604952812194824,0.11364412307739258,-0.12155453115701675,0.7725096344947815,0.5611425042152405,-0.05402141436934471,0.7815009355545044,0.3889368176460266,-0.09295279532670975,0.7896042466163635,0.26883211731910706,-0.118781179189682,0.7911465764045715,0.1614135503768921,-0.13576658070087433,0.8496747612953186,0.6483374834060669,-0.0901503637433052,0.9089124202728271,0.5366323590278625,-0.11567337810993195,0.9458723068237305,0.45161116123199463,-0.12119454145431519,0.9744584560394287,0.3680703938007355,-0.12397698312997818
0.6884422898292542,1.0163377523422241,2.2526211296280962e-07,0.5984330177307129,0.9289834499359131,-0.04870091378688812,0.5242699384689331,0.8146134614944458,-0.09200465679168701,0.463431179523468,0.7230405807495117,-0.13966496288776398,0.4436022639274597,0.6185277104377747,-0.18114106357097626,0.6119309067726135,0.5538005828857422,-0.01243457943201065,0.5491102933883667,0.4577927589416504,-0.09660720825195312,0.5116406083106995,0.5293474793434143,-0.16617368161678314,0.4984622299671173,0.6166926622390747,-0.20075508952140808,0.6875750422477722,0.5222318768501282,-0.025298213586211205,0.6597936749458313,0.3273981213569641,-0.06040618196129799,0.6515096426010132,0.2089267075061798,-0.08972645550966263,0.6487168073654175,0.10296696424484253,-0.11145201325416565,0.7701695561408997,0.5532755851745605,-0.05524098500609398,0.7810014486312866,0.37914037704467773,-0.09169193357229233,0.7861442565917969,0.2651990056037903,-0.11072318255901337,0.7865681052207947,0.15890038013458252,-0.12363357096910477,0.8470364809036255,0.6372166275978088,-0.09213753789663315,0.9050410389900208,0.5244389772415161,-0.11655446887016296,0.9433494806289673,0.44248196482658386,-0.11906655132770538,0.9746520519256592,0.35667118430137634,-0.11974341422319412
